device_id,n_visits,avg_wh_per_minute_recent,avg_wh_per_minute_early,avg_charge_gained_pct_recent,std_wh_per_minute_recent,pct_change_in_rate,anomaly_flag,maintenance_alert,anomaly_score,household_id,device_type
DEV0041,32.0,0.20310445790934484,0.16842687786224836,63.46,0.02285276788869703,0.20589101031403256,1,normal,0.010467070698719438,HH029,solar_lantern
DEV0092,70.0,0.18184389827873088,0.20557692428132396,78.96000000000001,0.04698404278253,-0.11544596304065415,1,normal,0.023077639070720912,HH062,rechargeable_battery
DEV0123,88.0,0.20582768970129733,0.16643935015230804,76.32,0.01960049689656393,0.2366528078422871,1,normal,0.027783642818292487,HH084,solar_lantern
DEV0084,45.0,0.16508590750999866,0.15681399283603847,76.46000000000001,0.00991833063125368,0.05274985047162934,1,normal,0.03054292787998758,HH057,solar_lantern
DEV0042,28.0,0.16107572594433706,0.1845564211771092,81.96000000000001,0.01755914072351327,-0.1272277338442694,1,normal,0.03508870408810638,HH029,rechargeable_battery
DEV0004,72.0,0.17297990729343768,0.17178642541979988,79.44000000000001,0.011276195783560613,0.006947474870154892,1,normal,0.03794526855309177,HH003,rechargeable_battery
DEV0071,50.0,0.16107664193238258,0.19416082271690777,76.92,0.014719525100128934,-0.17039575915251914,1,normal,0.04473996557620008,HH048,rechargeable_battery
DEV0148,51.0,0.1947949887073736,0.17644149164597214,71.05999999999999,0.04640832429107306,0.10402030095181664,1,normal,0.046400012158253845,HH102,rechargeable_battery
DEV0112,37.0,0.19271238759335638,0.18570804568343968,74.28,0.049061424300128484,0.037716954503179606,1,normal,0.05319945455005892,HH077,solar_lantern
DEV0024,38.0,0.16635454205139374,0.2112756747862047,73.4,0.03247600499526472,-0.212618574193493,1,normal,0.05334429566441279,HH018,solar_lantern
DEV0022,49.0,0.20414235417784737,0.18611155840449795,68.6,0.03983711872323294,0.09688165489518388,1,normal,0.054921176075160116,HH017,rechargeable_battery
DEV0057,30.0,0.17848984993444195,0.16995734813385618,75.44,0.010035268797159191,0.050203782856541604,1,normal,0.06565247563728072,HH039,solar_lantern
DEV0163,107.0,0.17926652002611182,0.17215496900566954,68.38000000000001,0.044918376820143845,0.04130900816582342,1,normal,0.06718745688916467,HH112,rechargeable_battery
DEV0064,40.0,0.18917169161490408,0.22088995437169573,74.76,0.015857470347587548,-0.14359305223730875,1,normal,0.07448626660346813,HH043,rechargeable_battery
DEV0151,71.0,0.20492245546548354,0.17806674234507835,74.2,0.03717112790993494,0.15081824245630931,1,normal,0.07930976604267281,HH105,solar_lantern
DEV0046,48.0,0.1976820374716312,0.18602083072975048,81.75999999999999,0.018903206359550635,0.06268763931509388,1,normal,0.08095696660797619,HH031,rechargeable_battery
DEV0158,26.0,0.17503130215499535,0.19239448610036844,65.62,0.03902056637793797,-0.09024782517059796,1,normal,0.08141044492894794,HH110,solar_lantern
DEV0143,44.0,0.2020523251659157,0.19361182000749436,74.03999999999999,0.014458251158006455,0.04359498897378595,1,normal,0.08311863786419416,HH098,solar_lantern
DEV0045,46.0,0.16659220503873742,0.19640989576827084,68.0,0.02734564839902157,-0.15181358664694292,1,normal,0.08362960639893907,HH031,rechargeable_battery
DEV0095,47.0,0.1965884884046854,0.1987793809995645,81.55999999999999,0.03599230087247069,-0.011021729637461192,1,normal,0.08467265529234957,HH064,solar_lantern
DEV0168,29.0,0.16642422779520616,0.20137942568865724,77.24000000000001,0.018305043744315408,-0.17357879422843117,1,normal,0.08771738172953708,HH114,rechargeable_battery
DEV0186,51.0,0.1635857763554773,0.183577721984015,67.03999999999999,0.02937375028374875,-0.1089018068885205,1,normal,0.08779573071021413,HH127,rechargeable_battery
DEV0019,77.0,0.1887642434918278,0.19125975079369203,72.08,0.04627850806466896,-0.01304773895975682,1,normal,0.08894801805791808,HH014,solar_lantern
DEV0162,48.0,0.18612156741336364,0.16808158289385428,65.22,0.0373627877816234,0.10732874006131801,1,normal,0.09023728913081852,HH111,rechargeable_battery
DEV0100,92.0,0.16580398414437728,0.16260277680543114,80.38,0.02572611434376689,0.019687285800639588,1,normal,0.0931622740030667,HH068,rechargeable_battery
DEV0183,52.0,0.17902856297808672,0.21628068583864768,77.78,0.022998574806391277,-0.17223971117029022,1,normal,0.09408992012847722,HH125,solar_lantern
DEV0061,24.0,0.19287666875649562,0.1706680653920038,80.7,0.019890381403976566,0.1301274688588129,1,normal,0.09409154771248252,HH042,rechargeable_battery
DEV0204,42.0,0.18988852683859708,0.2157316761705456,75.46,0.04106785559772432,-0.11979302154737043,1,normal,0.09471360676772983,HH139,rechargeable_battery
DEV0117,36.0,0.17668087345540082,0.2128505153649214,77.03999999999999,0.03516835467765365,-0.16992978310392887,1,normal,0.09635812141291344,HH081,rechargeable_battery
DEV0203,84.0,0.19296808903460072,0.18735273281495393,75.8,0.04522464350958666,0.029972107346803473,1,normal,0.09663187204751006,HH138,rechargeable_battery
DEV0140,99.0,0.18968361346651474,0.16524379596770408,70.92,0.017447623910476166,0.147901573887756,1,normal,0.09664341779078822,HH096,solar_lantern
DEV0023,44.0,0.16250879319207784,0.18492588372671084,77.67999999999999,0.0341486601416853,-0.12122202734886843,1,normal,0.09696911511112016,HH017,solar_lantern
DEV0134,81.0,0.20449680491589758,0.20233656323249502,79.24000000000001,0.028481122503170163,0.010676477097816158,1,normal,0.09935971536881422,HH092,rechargeable_battery
DEV0173,38.0,0.19513670842623204,0.16692874454799883,74.38,0.01732268407752523,0.16898206450071437,1,normal,0.09959234032228331,HH118,solar_lantern
DEV0206,77.0,0.203112568568867,0.1964667289792676,71.78,0.03891777604260529,0.033826794104668594,1,normal,0.1008549529706591,HH140,rechargeable_battery
DEV0096,42.0,0.1612124816611029,0.18031302656589637,75.52000000000001,0.016635037342367914,-0.10592992236095079,1,normal,0.1047961036920943,HH065,rechargeable_battery
DEV0077,50.0,0.17219143513657348,0.16023207815135876,80.28,0.02254522900307193,0.07463772000708652,1,normal,0.10840337374839382,HH052,solar_lantern
DEV0065,36.0,0.16580989438921268,0.19130372400134718,68.91999999999999,0.02311830400036126,-0.13326363480490833,1,normal,0.10921275517292028,HH043,solar_lantern
DEV0007,79.0,0.16601295882850034,0.1949516903960054,76.0,0.017623602563757248,-0.14844052651568096,1,normal,0.10926384988965421,HH006,rechargeable_battery
DEV0131,39.0,0.1729834533117561,0.21017012083492523,73.36000000000001,0.03215073247608337,-0.1769360334163618,1,normal,0.10959786425925433,HH090,rechargeable_battery
DEV0193,30.0,0.1805969606789784,0.16280040807793555,75.47999999999999,0.015576538576868183,0.10931515965563987,1,normal,0.10968226847810847,HH133,solar_lantern
DEV0088,40.0,0.20280542386404438,0.1747265376008584,72.62,0.022307500146859168,0.16070189822755362,1,normal,0.11065021863067381,HH060,solar_lantern
DEV0030,43.0,0.1958279602722543,0.1784966832041918,72.6,0.015690852942609346,0.09709579336124886,1,normal,0.11135823138227952,HH022,solar_lantern
DEV0090,39.0,0.16572691232505413,0.1943762448069616,78.06,0.029157728840164817,-0.1473911203005266,1,normal,0.11137492169627017,HH061,solar_lantern
DEV0076,42.0,0.1814300977534129,0.16178969217412498,72.08,0.01682902475850156,0.1213946656017497,1,normal,0.11250020132068228,HH052,solar_lantern
DEV0201,18.0,0.19240878510542853,0.1841159079209358,75.24000000000001,0.0432114190596581,0.04504161143997351,1,normal,0.11397277512852438,HH137,rechargeable_battery
DEV0079,75.0,0.16421360965666718,0.18543112500840966,71.82000000000001,0.020889257261621778,-0.11442262107173341,1,normal,0.11667472267520868,HH054,solar_lantern
DEV0155,95.0,0.19035223978983665,0.18513731463838667,79.12,0.03956853887107343,0.028167877240932507,1,normal,0.11706471995901607,HH108,rechargeable_battery
DEV0072,52.0,0.19581171328627295,0.17092000013862857,69.2,0.021174010503328452,0.14563370657298963,1,normal,0.11767996957402893,HH048,solar_lantern
DEV0153,42.0,0.19120377611014955,0.16539786258872574,78.2,0.03265796596103562,0.15602325881073903,1,normal,0.11835732231063839,HH107,solar_lantern
DEV0159,30.0,0.19413751439359225,0.21763319411119997,75.62,0.03771487140973545,-0.10796000037385182,1,normal,0.11878933212954318,HH110,solar_lantern
DEV0121,33.0,0.18447063812035774,0.19003069714526452,76.3,0.04236560712723773,-0.029258741395115338,1,normal,0.11933423285542971,HH082,rechargeable_battery
DEV0056,22.0,0.17507193146357042,0.20508904313603055,78.84,0.03385308205445243,-0.14636136194048413,1,normal,0.1197913970357748,HH039,rechargeable_battery
DEV0097,37.0,0.20042789185914917,0.21093764327813344,71.5,0.036558406198571244,-0.04982397288437779,1,normal,0.1201051524316622,HH065,solar_lantern
DEV0040,91.0,0.17948657916750022,0.1833201060969413,78.42,0.04051819485242517,-0.020911655633746362,1,normal,0.12037027282493423,HH028,rechargeable_battery
DEV0026,76.0,0.2029111078052112,0.1848470340398928,76.46000000000001,0.03561285978873723,0.09772444475046271,1,normal,0.12070679404438445,HH019,rechargeable_battery
DEV0116,73.0,0.16255203818872474,0.17189692223316347,70.2,0.022731480848109276,-0.05436330053520791,1,normal,0.12124795627208873,HH080,solar_lantern
DEV0013,92.0,0.17050118708758663,0.1786965372239278,70.53999999999999,0.016329619762802134,-0.04586182957799255,1,normal,0.1219122437508231,HH009,solar_lantern
DEV0192,45.0,0.17277379526850128,0.2010808867272436,69.86,0.03427620078854594,-0.14077465003990913,1,normal,0.12199838044907041,HH132,solar_lantern
DEV0150,76.0,0.18874758987168905,0.17168846205777932,67.3,0.03550510127038783,0.09936094487332944,1,normal,0.12414070771280333,HH104,rechargeable_battery
DEV0099,89.0,0.17754334118448922,0.1581955288816447,72.46000000000001,0.03649038460453395,0.12230315508676447,1,normal,0.124326818302338,HH067,solar_lantern
DEV0118,44.0,0.20467531481490564,0.183448814045461,75.28,0.026020209318175114,0.11570802940260178,1,normal,0.12501629721212765,HH081,rechargeable_battery
DEV0175,37.0,0.18055020229243596,0.2028475325275257,68.55999999999999,0.037800540732966445,-0.10992162417388075,1,normal,0.12547196622598616,HH119,rechargeable_battery
DEV0101,119.0,0.16941754609695447,0.17560387046630382,79.42,0.032644719019104235,-0.03522886114595309,1,normal,0.12590037488744366,HH069,rechargeable_battery
DEV0187,86.0,0.1970507207327475,0.16982732350470503,76.68,0.028468403824648922,0.1603004549929696,1,normal,0.1260243866904382,HH128,solar_lantern
DEV0009,39.0,0.19628117924611296,0.17905635279104584,79.88,0.024450600214456747,0.09619779575856797,1,normal,0.12669495196067193,HH007,rechargeable_battery
DEV0008,41.0,0.20060698181224695,0.20638328864014216,73.36,0.021931151580932458,-0.027988248786785234,1,normal,0.1280303456338635,HH007,solar_lantern
DEV0120,29.0,0.1740668429742827,0.19932308222600306,75.66,0.01853900437334181,-0.12671005770964094,1,normal,0.1283145411297218,HH082,solar_lantern
DEV0135,67.0,0.19758621848927588,0.20298570595966625,68.16,0.03582437538473732,-0.026600333480936166,1,normal,0.12854297249567748,HH093,solar_lantern
DEV0012,20.0,0.18651899423492282,0.1661241835319205,68.76,0.028323419872915673,0.12276846314241482,1,normal,0.13037771398151782,HH008,solar_lantern
DEV0195,22.0,0.16612034466142828,0.16901211022013063,70.22,0.024710556926325015,-0.0171098127520919,1,normal,0.13288626754825023,HH133,rechargeable_battery
DEV0144,85.0,0.18670891947001178,0.20154543423289445,79.17999999999999,0.02269948630680654,-0.07361374778521868,1,normal,0.13338535085120856,HH099,solar_lantern
DEV0146,42.0,0.19293559536848306,0.20359967306758736,79.9,0.028291345375468985,-0.05237767594825276,1,normal,0.13394622729724842,HH100,solar_lantern
DEV0036,40.0,0.17974580002906043,0.16835400353583405,79.82,0.022104036968089963,0.06766572967658384,1,normal,0.13468670214990558,HH025,solar_lantern
DEV0029,43.0,0.20022222769318915,0.18413479586760664,72.8,0.020020167889812788,0.0873676903367542,1,normal,0.13482583027833867,HH021,solar_lantern
DEV0124,98.0,0.17735812616996754,0.1916165293253543,73.32000000000001,0.015733253451320824,-0.07441113355715143,1,normal,0.13494292398729896,HH085,rechargeable_battery
DEV0091,52.0,0.19538337371187325,0.1735778697872376,76.08000000000001,0.03777487956886259,0.12562375578962723,1,normal,0.13544556064552637,HH061,solar_lantern
DEV0027,85.0,0.17360540056352392,0.19284498632557884,68.66000000000001,0.03579041159510957,-0.09976710376889376,1,normal,0.13584917199788582,HH020,solar_lantern
DEV0093,41.0,0.18651673605496116,0.1610862056823848,75.17999999999999,0.029380312711077917,0.15786907553535642,1,normal,0.1369769127308637,HH063,rechargeable_battery
DEV0011,17.0,0.179044527827058,0.17442795820630197,76.55999999999999,0.03989480908898706,0.026466913149873834,1,normal,0.13723725525737412,HH008,solar_lantern
DEV0142,46.0,0.18663660549077338,0.204356805604683,70.24,0.03883393781440976,-0.08671206256858592,1,normal,0.13731011233747636,HH098,rechargeable_battery
DEV0188,91.0,0.16917198634542369,0.16530950375119238,70.02,0.023945759778800795,0.023365157517166904,1,normal,0.13752642624573636,HH129,solar_lantern
DEV0089,50.0,0.16886477321646634,0.1768678377676602,68.2,0.03118634229238351,-0.04524884033301169,1,normal,0.13782802140626127,HH060,rechargeable_battery
DEV0198,72.0,0.16710903404691516,0.1742478461200933,78.46000000000001,0.02393011037145462,-0.04096929880130635,1,normal,0.13811154665946118,HH135,solar_lantern
DEV0145,37.0,0.1771450239441637,0.2042581469631219,78.02000000000001,0.030903404716908417,-0.13273949373413912,1,normal,0.13914515231924518,HH100,rechargeable_battery
DEV0109,83.0,0.17282179556893323,0.18505484211818954,72.55999999999999,0.01621728883072917,-0.06610497952516901,1,normal,0.13922737904732246,HH075,rechargeable_battery
DEV0169,111.0,0.18088331291118098,0.17923249873292973,75.03999999999999,0.0412908550014113,0.00921046233200759,1,normal,0.14109784174712042,HH115,rechargeable_battery
DEV0087,85.0,0.1802736835043603,0.1921429493941654,68.04,0.02385191658364252,-0.06177310136660955,1,normal,0.14242386958079772,HH059,solar_lantern
DEV0103,95.0,0.19223898303253256,0.1854544581307298,77.92,0.02046305468029342,0.0365832397354408,1,normal,0.14272469771921065,HH071,solar_lantern
DEV0085,35.0,0.1966697026749786,0.17200927073212127,72.9,0.023257467760912642,0.14336687690085187,1,normal,0.14397301521471118,HH057,solar_lantern
DEV0032,30.0,0.1879969703086956,0.17929382478626582,67.58,0.028288721421958037,0.04854124525930947,1,normal,0.14452513398579847,HH023,rechargeable_battery
DEV0043,39.0,0.1843479550674457,0.20246028388220258,75.16,0.03853236800099126,-0.08946114500805094,1,normal,0.14471554968382272,HH029,rechargeable_battery
DEV0003,36.0,0.17897083044955492,0.18919444625595988,70.24,0.0195122255142138,-0.05403761055741299,1,normal,0.14522364489150646,HH002,solar_lantern
DEV0067,81.0,0.1997472620794007,0.1788540572438863,73.84,0.03186285869186055,0.11681705831824825,1,normal,0.14697384058772212,HH045,rechargeable_battery
DEV0191,37.0,0.19316429887401593,0.1965240476901978,68.20000000000002,0.03180063282300044,-0.017095866158212885,1,normal,0.1472177794750109,HH132,rechargeable_battery
DEV0073,96.0,0.19235413137669907,0.20342344169319104,78.11999999999999,0.026513372484868576,-0.0544151166864388,1,normal,0.14726080683964765,HH049,solar_lantern
DEV0015,97.0,0.19950742033034646,0.18384926919948713,71.34,0.027197878353150056,0.08516841649160611,1,normal,0.14804030912438687,HH011,rechargeable_battery
DEV0172,35.0,0.19521478151464863,0.17557175588858362,72.46,0.03702647784045206,0.11188032794141624,1,normal,0.14863495683226385,HH118,rechargeable_battery
DEV0115,58.0,0.168201883579691,0.18401094296413567,70.36000000000001,0.030997377045662296,-0.0859136914891302,1,normal,0.15067425813571994,HH079,rechargeable_battery
DEV0108,56.0,0.19680501172313125,0.19383130987977143,69.6,0.02970934144793495,0.015341700188707038,1,normal,0.15068232512554397,HH074,solar_lantern
DEV0122,105.0,0.16751827795641822,0.18406793640266106,74.74,0.023947075919356665,-0.08991059914986685,1,normal,0.151500321715192,HH083,rechargeable_battery
DEV0197,44.0,0.16615269044703432,0.17628579098970953,73.92,0.023494014481960604,-0.0574810963821056,1,normal,0.15231353786958757,HH134,rechargeable_battery
DEV0050,79.0,0.1730464490980547,0.16237519459019228,71.24,0.02653674397989224,0.06571973345309833,1,normal,0.15249945585868108,HH035,rechargeable_battery
DEV0058,29.0,0.1722381558028617,0.19214228780059694,71.4,0.02270657038362271,-0.10359058500641737,1,normal,0.15266353590630088,HH039,solar_lantern
DEV0160,20.0,0.1954051104133055,0.1842061276931525,76.80000000000001,0.03768400805097863,0.06079592932330714,1,normal,0.1528022706547449,HH110,rechargeable_battery
DEV0179,84.0,0.19500089090914435,0.18397969511483597,70.76,0.03743597077133805,0.05990441383995771,1,normal,0.15470231060075368,HH122,rechargeable_battery
DEV0119,31.0,0.19107799465908099,0.16961994176613468,73.56,0.02628195717958086,0.1265066634825982,1,normal,0.15545919414552112,HH082,solar_lantern
DEV0068,78.0,0.16922831463134944,0.18504576530012068,71.7,0.02506077551498197,-0.0854785876516404,1,normal,0.15608844113185077,HH046,rechargeable_battery
DEV0028,39.0,0.17199262201864193,0.16058976980653242,73.12,0.032569132677824235,0.07100609351297342,1,normal,0.1570523446379275,HH021,rechargeable_battery
DEV0154,39.0,0.17582129702524324,0.16177222374362593,70.1,0.031366407756673265,0.0868447806211903,1,normal,0.1571136897125736,HH107,solar_lantern
DEV0167,24.0,0.16870051606223221,0.1801216510343575,77.06,0.027184550449560977,-0.06340789631084805,1,normal,0.1574716852380441,HH114,solar_lantern
DEV0147,79.0,0.17865543086131322,0.17921152024775283,69.76000000000002,0.022020029436669534,-0.003102977898244714,1,normal,0.15786586178382522,HH101,solar_lantern
DEV0161,45.0,0.18714304013639316,0.19782402249854708,68.72,0.0325240083697795,-0.05399234242258101,1,normal,0.15832364541763577,HH111,solar_lantern
DEV0014,65.0,0.19611514730963386,0.1952860732036731,71.14,0.03494692851922566,0.004245433851783545,1,normal,0.15839554524429122,HH010,rechargeable_battery
DEV0125,25.0,0.17988572843741893,0.19688388770090365,70.41999999999999,0.02225333786626332,-0.0863359590364626,1,normal,0.1594394833491638,HH086,solar_lantern
DEV0048,89.0,0.17420963327852085,0.18569735903523238,78.38,0.027156101598503964,-0.06186262322950949,1,normal,0.16004619417197696,HH033,solar_lantern
DEV0165,39.0,0.18273204819630867,0.17902023634720526,74.82000000000001,0.0390889655433868,0.02073403501660249,1,normal,0.16022079555962593,HH113,solar_lantern
DEV0038,84.0,0.1941777296507851,0.17434116195060925,76.16,0.033252875773088136,0.11378017375951383,1,normal,0.16071520079547902,HH026,rechargeable_battery
DEV0104,80.0,0.17255389838259455,0.18380949747583877,70.76,0.02249844421016762,-0.06123513337347402,1,normal,0.16088588561128225,HH072,rechargeable_battery
DEV0082,48.0,0.17404736798563442,0.19382479493987695,72.00000000000001,0.025021271790647802,-0.10203765189266599,1,normal,0.1614417744925808,HH056,solar_lantern
DEV0199,86.0,0.18558355766631446,0.16973239057624329,70.60000000000001,0.03282576089251042,0.09338917007093514,1,normal,0.16251870104166866,HH136,rechargeable_battery
DEV0080,30.0,0.1760506478255801,0.19225110263702389,72.8,0.03549617703997263,-0.0842671620044268,1,normal,0.16263187276917845,HH055,rechargeable_battery
DEV0171,67.0,0.16811083743842364,0.17784532520748336,72.0,0.028530446539237145,-0.054735696638092524,1,normal,0.1628387244733705,HH117,solar_lantern
DEV0075,83.0,0.18236960833483115,0.20196819582533868,75.0,0.026034315676161223,-0.09703798863191464,1,normal,0.16297240752145564,HH051,solar_lantern
DEV0110,76.0,0.17025439598585596,0.18810260715199284,74.14000000000001,0.027493730207992364,-0.09488550656671636,1,normal,0.16349559807136965,HH076,rechargeable_battery
DEV0176,87.0,0.196560667609394,0.18420623503473424,74.12,0.02312859439351259,0.06706848208656016,1,normal,0.16369543619927712,HH120,solar_lantern
DEV0105,36.0,0.18213776126228753,0.193269002829052,70.85999999999999,0.021663747904384818,-0.05759455165508423,1,normal,0.16396213111270924,HH073,solar_lantern
DEV0128,67.0,0.18115382037818936,0.19022902758594493,76.97999999999999,0.02423189372448893,-0.04770674235642303,1,normal,0.1640988044789028,HH087,solar_lantern
DEV0141,98.0,0.17329922087229202,0.1899932438388535,75.94000000000001,0.03413279567340836,-0.08786640319021469,1,normal,0.16456237336903085,HH097,solar_lantern
DEV0034,35.0,0.19841274865757028,0.1848303794527125,74.06,0.03333424240485459,0.0734855884897035,1,normal,0.16498229389802527,HH024,rechargeable_battery
DEV0200,12.0,0.17155633820311222,0.17772460316436828,71.46,0.024997261910693826,-0.03470687148222998,1,normal,0.16500689793517764,HH137,solar_lantern
DEV0177,35.0,0.16847700026759646,0.18518453367931667,74.13999999999999,0.027827553401631816,-0.09022099783264072,1,normal,0.16529643818332135,HH121,solar_lantern
DEV0018,28.0,0.18704413253588964,0.17478777590531563,79.0,0.027905089653269505,0.0701213604160362,1,normal,0.16542117408764662,HH013,solar_lantern
DEV0170,84.0,0.19463488594206024,0.18653273247073562,78.4,0.028310074268168846,0.04343555881054674,1,normal,0.16546041782965548,HH116,rechargeable_battery
DEV0060,71.0,0.19493562910806522,0.18309284073696577,70.86,0.02631154816401501,0.06468187572726013,1,normal,0.1656974325412175,HH041,solar_lantern
DEV0044,76.0,0.1950657010400523,0.20076402096487472,76.06,0.030762275377482436,-0.02838317292827776,1,normal,0.16603634978825388,HH030,solar_lantern
DEV0054,37.0,0.19515288278390308,0.20231155531749553,73.4,0.03569183387341621,-0.035384397704609924,1,normal,0.16620830886837634,HH038,rechargeable_battery
DEV0114,35.0,0.17827441692836907,0.16685018523241216,71.64000000000001,0.022938658371329676,0.06846999708177519,1,normal,0.16669775489116112,HH078,rechargeable_battery
DEV0021,94.0,0.19182947917318877,0.20171823949303064,71.34,0.029840962375576468,-0.049022638432175726,1,normal,0.16741768413113667,HH016,rechargeable_battery
DEV0002,26.0,0.1898481886352063,0.18838170272507798,70.04,0.029567826199188917,0.007784651528861567,1,normal,0.16861642000384675,HH002,rechargeable_battery
DEV0059,76.0,0.1806274932214092,0.17803633074759576,78.24,0.035270384131887995,0.014554121975738554,1,normal,0.16889674303053465,HH040,solar_lantern
DEV0190,84.0,0.17885703539073403,0.1752563893469129,74.36,0.03822913745184479,0.020545020111613698,1,normal,0.16973259827164494,HH131,solar_lantern
DEV0039,83.0,0.19276157113596498,0.20056506138796393,74.44000000000001,0.026311624553364134,-0.03890752555802443,1,normal,0.1697381688090548,HH027,solar_lantern
DEV0178,35.0,0.17731118416638467,0.16422807411543064,75.68,0.03366489854996004,0.07966427251505324,1,normal,0.1700062141764302,HH121,rechargeable_battery
DEV0025,45.0,0.17799542081804276,0.18049614006015996,69.82000000000001,0.0327703991776348,-0.013854696511979158,1,normal,0.17028351125250224,HH018,rechargeable_battery
DEV0063,29.0,0.1839498554310257,0.17504467841260385,72.3,0.035886379243094756,0.05087373748907214,1,normal,0.1705262047216099,HH042,solar_lantern
DEV0074,107.0,0.193413863695282,0.20427910052910053,74.0,0.027781084539603474,-0.05318819598126602,1,normal,0.17169109316408004,HH050,solar_lantern
DEV0152,75.0,0.1763381610183668,0.1798172403352771,69.72,0.03169522074774811,-0.01934786292139399,1,normal,0.17195242690898732,HH106,rechargeable_battery
DEV0189,53.0,0.18217710832604422,0.17631576805184046,73.17999999999999,0.022638771326198456,0.033243426489685306,1,normal,0.17245901112572054,HH130,solar_lantern
DEV0053,84.0,0.19510694496092332,0.18043791278889798,72.28,0.028153343491367572,0.08129684025544712,1,normal,0.17248556764989637,HH037,solar_lantern
DEV0049,97.0,0.1823136922179242,0.18124896554035902,77.8,0.036124825559833894,0.005874387610383916,1,normal,0.17253708105223015,HH034,solar_lantern
DEV0139,47.0,0.19293117737031568,0.18344108722346805,74.00000000000001,0.023899461463804228,0.051733721656843375,1,normal,0.172566039292889,HH095,rechargeable_battery
DEV0066,93.0,0.17292826039926804,0.18008336242225154,72.56,0.033208795367608505,-0.03973216585220423,1,normal,0.17257387077665398,HH044,rechargeable_battery
DEV0126,32.0,0.18965764895353227,0.17878971782878778,73.28,0.022216191315923294,0.060786108153891794,1,normal,0.17309056704495812,HH086,rechargeable_battery
DEV0078,79.0,0.18385567021674856,0.1695546835068008,74.3,0.034802199225007754,0.08434439211096251,1,normal,0.17316515648861808,HH053,rechargeable_battery
DEV0174,43.0,0.18241802944022473,0.18317821694756303,71.7,0.03655676742537505,-0.004149988574001234,1,normal,0.17316720847899147,HH119,rechargeable_battery
