date,hour,weather_condition,temperature_c,solar_generation_wh,energy_consumed_wh,battery_bank_level_wh,battery_bank_level_pct
2025-01-12,18,sunny,29.2,879.9,1031.6,19848.3,99.2
2025-01-12,19,sunny,29.2,0.0,652.6,19195.7,96.0
2025-01-13,6,sunny,23.6,0.0,157.2,19038.5,95.2
2025-01-13,7,sunny,23.6,985.9,376.8,19647.6,98.2
2025-01-13,8,sunny,23.6,1928.3,533.0,20000.0,100.0
2025-01-13,9,sunny,23.6,2812.7,729.7,20000.0,100.0
2025-01-13,10,sunny,23.6,3818.9,632.0,20000.0,100.0
2025-01-13,11,sunny,23.6,4228.7,299.1,20000.0,100.0
2025-01-13,12,sunny,23.6,4255.1,167.6,20000.0,100.0
2025-01-13,13,sunny,23.6,4114.3,107.1,20000.0,100.0
2025-01-13,14,sunny,23.6,3976.7,96.6,20000.0,100.0
2025-01-13,15,sunny,23.6,3634.4,155.6,20000.0,100.0
2025-01-13,16,sunny,23.6,2713.7,330.3,20000.0,100.0
2025-01-13,17,sunny,23.6,2125.0,779.2,20000.0,100.0
2025-01-13,18,sunny,23.6,1099.6,956.3,20000.0,100.0
2025-01-13,19,sunny,23.6,0.0,668.9,19331.1,96.7
2025-01-14,6,sunny,27.5,0.0,165.0,19166.1,95.8
2025-01-14,7,sunny,27.5,1120.2,360.3,19926.0,99.6
2025-01-14,8,sunny,27.5,2200.6,552.1,20000.0,100.0
2025-01-14,9,sunny,27.5,3049.1,717.7,20000.0,100.0
2025-01-14,10,sunny,27.5,3890.4,569.3,20000.0,100.0
2025-01-14,11,sunny,27.5,4373.1,361.4,20000.0,100.0
2025-01-14,12,sunny,27.5,5159.6,170.4,20000.0,100.0
2025-01-14,13,sunny,27.5,4945.9,128.9,20000.0,100.0
2025-01-14,14,sunny,27.5,4908.0,113.6,20000.0,100.0
2025-01-14,15,sunny,27.5,4252.6,166.4,20000.0,100.0
2025-01-14,16,sunny,27.5,3377.7,331.8,20000.0,100.0
2025-01-14,17,sunny,27.5,2119.5,626.6,20000.0,100.0
2025-01-14,18,sunny,27.5,1162.6,980.1,20000.0,100.0
2025-01-14,19,sunny,27.5,0.0,748.1,19251.9,96.3
2025-01-15,6,sunny,25.3,0.0,158.1,19093.8,95.5
2025-01-15,7,sunny,25.3,1193.1,373.9,19913.0,99.6
2025-01-15,8,sunny,25.3,2385.6,665.8,20000.0,100.0
2025-01-15,9,sunny,25.3,3353.0,697.7,20000.0,100.0
2025-01-15,10,sunny,25.3,3866.5,557.1,20000.0,100.0
2025-01-15,11,sunny,25.3,4533.2,383.1,20000.0,100.0
2025-01-15,12,sunny,25.3,4622.3,175.3,20000.0,100.0
2025-01-15,13,sunny,25.3,4587.1,105.7,20000.0,100.0
2025-01-15,14,sunny,25.3,4251.1,96.3,20000.0,100.0
2025-01-15,15,sunny,25.3,4197.2,145.4,20000.0,100.0
2025-01-15,16,sunny,25.3,3325.9,357.7,20000.0,100.0
2025-01-15,17,sunny,25.3,2111.8,668.7,20000.0,100.0
2025-01-15,18,sunny,25.3,1196.4,922.2,20000.0,100.0
2025-01-15,19,sunny,25.3,0.0,660.9,19339.1,96.7
2025-01-16,6,sunny,25.3,0.0,162.4,19176.7,95.9
2025-01-16,7,sunny,25.3,1043.4,317.9,19902.2,99.5
2025-01-16,8,sunny,25.3,1870.6,592.8,20000.0,100.0
2025-01-16,9,sunny,25.3,2595.7,808.4,20000.0,100.0
2025-01-16,10,sunny,25.3,3488.8,583.0,20000.0,100.0
2025-01-16,11,sunny,25.3,4000.8,312.7,20000.0,100.0
2025-01-16,12,sunny,25.3,3731.3,177.8,20000.0,100.0
2025-01-16,13,sunny,25.3,4346.4,102.2,20000.0,100.0
2025-01-16,14,sunny,25.3,3633.7,112.9,20000.0,100.0
2025-01-16,15,sunny,25.3,3508.4,132.7,20000.0,100.0
2025-01-16,16,sunny,25.3,2654.8,368.3,20000.0,100.0
2025-01-16,17,sunny,25.3,1853.6,678.8,20000.0,100.0
2025-01-16,18,sunny,25.3,928.2,975.6,19952.6,99.8
2025-01-16,19,sunny,25.3,0.0,829.9,19122.7,95.6
2025-01-17,6,sunny,25.9,0.0,171.3,18951.4,94.8
2025-01-17,7,sunny,25.9,1018.4,389.6,19580.2,97.9
2025-01-17,8,sunny,25.9,1929.0,653.6,20000.0,100.0
2025-01-17,9,sunny,25.9,2976.7,663.4,20000.0,100.0
2025-01-17,10,sunny,25.9,3537.7,556.5,20000.0,100.0
2025-01-17,11,sunny,25.9,3843.5,341.9,20000.0,100.0
2025-01-17,12,sunny,25.9,4149.3,191.6,20000.0,100.0
2025-01-17,13,sunny,25.9,4557.1,130.7,20000.0,100.0
2025-01-17,14,sunny,25.9,3893.6,105.7,20000.0,100.0
2025-01-17,15,sunny,25.9,3420.9,136.2,20000.0,100.0
2025-01-17,16,sunny,25.9,3060.1,336.2,20000.0,100.0
2025-01-17,17,sunny,25.9,1922.4,835.2,20000.0,100.0
2025-01-17,18,sunny,25.9,1017.7,871.8,20000.0,100.0
2025-01-17,19,sunny,25.9,0.0,788.1,19211.9,96.1
2025-01-18,6,sunny,28.8,0.0,196.5,19015.4,95.1
2025-01-18,7,sunny,28.8,1181.2,320.7,19875.9,99.4
2025-01-18,8,sunny,28.8,2026.5,685.8,20000.0,100.0
2025-01-18,9,sunny,28.8,3013.7,789.4,20000.0,100.0
2025-01-18,10,sunny,28.8,4009.6,548.8,20000.0,100.0
2025-01-18,11,sunny,28.8,4569.4,395.2,20000.0,100.0
2025-01-18,12,sunny,28.8,4813.9,174.6,20000.0,100.0
2025-01-18,13,sunny,28.8,4920.0,122.1,20000.0,100.0
2025-01-18,14,sunny,28.8,4545.1,125.6,20000.0,100.0
2025-01-18,15,sunny,28.8,4003.3,144.7,20000.0,100.0
2025-01-18,16,sunny,28.8,2923.8,322.5,20000.0,100.0
2025-01-18,17,sunny,28.8,2178.0,765.5,20000.0,100.0
2025-01-18,18,sunny,28.8,1135.4,991.3,20000.0,100.0
2025-01-18,19,sunny,28.8,0.0,859.0,19141.0,95.7
2025-01-19,6,sunny,27.8,0.0,180.8,18960.2,94.8
2025-01-19,7,sunny,27.8,1110.8,384.0,19687.0,98.4
2025-01-19,8,sunny,27.8,2426.1,665.5,20000.0,100.0
2025-01-19,9,sunny,27.8,3440.5,881.8,20000.0,100.0
2025-01-19,10,sunny,27.8,3920.7,649.9,20000.0,100.0
2025-01-19,11,sunny,27.8,4539.9,404.3,20000.0,100.0
2025-01-19,12,sunny,27.8,4537.0,174.8,20000.0,100.0
2025-01-19,13,sunny,27.8,5119.1,114.4,20000.0,100.0
2025-01-19,14,sunny,27.8,4760.0,111.7,20000.0,100.0
2025-01-19,15,sunny,27.8,4308.3,174.0,20000.0,100.0
2025-01-19,16,sunny,27.8,3133.9,382.2,20000.0,100.0
2025-01-19,17,sunny,27.8,2208.7,796.7,20000.0,100.0
2025-01-19,18,sunny,27.8,1195.1,1136.2,20000.0,100.0
2025-01-19,19,sunny,27.8,0.0,707.3,19292.7,96.5
2025-01-20,6,sunny,26.2,0.0,157.2,19135.5,95.7
2025-01-20,7,sunny,26.2,932.0,395.4,19672.1,98.4
2025-01-20,8,sunny,26.2,1719.4,610.7,20000.0,100.0
2025-01-20,9,sunny,26.2,2825.4,673.0,20000.0,100.0
2025-01-20,10,sunny,26.2,3407.8,584.5,20000.0,100.0
2025-01-20,11,sunny,26.2,3938.8,382.7,20000.0,100.0
2025-01-20,12,sunny,26.2,4193.4,165.9,20000.0,100.0
2025-01-20,13,sunny,26.2,3977.6,133.9,20000.0,100.0
2025-01-20,14,sunny,26.2,3582.6,107.5,20000.0,100.0
2025-01-20,15,sunny,26.2,3043.0,179.3,20000.0,100.0
2025-01-20,16,sunny,26.2,2729.7,371.7,20000.0,100.0
2025-01-20,17,sunny,26.2,1922.7,787.3,20000.0,100.0
2025-01-20,18,sunny,26.2,950.8,1028.6,19922.2,99.6
2025-01-20,19,sunny,26.2,0.0,710.0,19212.2,96.1
2025-01-21,6,sunny,26.1,0.0,187.5,19024.7,95.1
2025-01-21,7,sunny,26.1,977.6,410.9,19591.4,98.0
2025-01-21,8,sunny,26.1,2133.8,717.2,20000.0,100.0
2025-01-21,9,sunny,26.1,2793.0,707.6,20000.0,100.0
2025-01-21,10,sunny,26.1,3400.4,558.3,20000.0,100.0
2025-01-21,11,sunny,26.1,3806.3,313.6,20000.0,100.0
2025-01-21,12,sunny,26.1,4615.5,159.8,20000.0,100.0
2025-01-21,13,sunny,26.1,4049.4,137.0,20000.0,100.0
2025-01-21,14,sunny,26.1,4092.5,127.8,20000.0,100.0
2025-01-21,15,sunny,26.1,3629.9,177.5,20000.0,100.0
2025-01-21,16,sunny,26.1,2928.1,363.1,20000.0,100.0
2025-01-21,17,sunny,26.1,2075.0,775.2,20000.0,100.0
2025-01-21,18,sunny,26.1,1010.2,1044.7,19965.5,99.8
2025-01-21,19,sunny,26.1,0.0,857.8,19107.7,95.5
2025-01-22,6,sunny,26.4,0.0,204.0,18903.7,94.5
2025-01-22,7,sunny,26.4,1032.7,383.8,19552.6,97.8
2025-01-22,8,sunny,26.4,2172.1,561.5,20000.0,100.0
2025-01-22,9,sunny,26.4,3058.0,747.6,20000.0,100.0
2025-01-22,10,sunny,26.4,3487.6,679.4,20000.0,100.0
2025-01-22,11,sunny,26.4,4404.2,341.1,20000.0,100.0
2025-01-22,12,sunny,26.4,4445.2,173.3,20000.0,100.0
2025-01-22,13,sunny,26.4,4435.4,130.6,20000.0,100.0
2025-01-22,14,sunny,26.4,4213.3,123.7,20000.0,100.0
2025-01-22,15,sunny,26.4,3441.9,170.2,20000.0,100.0
2025-01-22,16,sunny,26.4,3017.2,384.2,20000.0,100.0
2025-01-22,17,sunny,26.4,1924.2,782.8,20000.0,100.0
2025-01-22,18,sunny,26.4,1045.6,933.2,20000.0,100.0
2025-01-22,19,sunny,26.4,0.0,781.4,19218.6,96.1
2025-01-23,6,sunny,26.3,0.0,185.3,19033.3,95.2
2025-01-23,7,sunny,26.3,1166.5,380.2,19819.6,99.1
2025-01-23,8,sunny,26.3,2414.7,647.6,20000.0,100.0
2025-01-23,9,sunny,26.3,3247.0,825.6,20000.0,100.0
2025-01-23,10,sunny,26.3,4158.6,565.8,20000.0,100.0
2025-01-23,11,sunny,26.3,4569.2,365.0,20000.0,100.0
2025-01-23,12,sunny,26.3,5153.4,186.5,20000.0,100.0
2025-01-23,13,sunny,26.3,4815.9,144.9,20000.0,100.0
2025-01-23,14,sunny,26.3,4523.5,108.9,20000.0,100.0
2025-01-23,15,sunny,26.3,3837.3,142.7,20000.0,100.0
2025-01-23,16,sunny,26.3,2984.3,360.3,20000.0,100.0
2025-01-23,17,sunny,26.3,2359.4,859.5,20000.0,100.0
2025-01-23,18,sunny,26.3,1082.7,1098.4,19984.3,99.9
2025-01-23,19,sunny,26.3,0.0,909.6,19074.7,95.4
2025-01-24,6,sunny,26.9,0.0,196.6,18878.1,94.4
2025-01-24,7,sunny,26.9,995.0,399.5,19473.6,97.4
2025-01-24,8,sunny,26.9,1877.5,735.3,20000.0,100.0
2025-01-24,9,sunny,26.9,2795.0,871.0,20000.0,100.0
2025-01-24,10,sunny,26.9,3655.3,753.6,20000.0,100.0
2025-01-24,11,sunny,26.9,3773.5,346.9,20000.0,100.0
2025-01-24,12,sunny,26.9,4023.4,175.2,20000.0,100.0
2025-01-24,13,sunny,26.9,4237.1,147.5,20000.0,100.0
2025-01-24,14,sunny,26.9,4238.1,122.6,20000.0,100.0
2025-01-24,15,sunny,26.9,3542.8,181.7,20000.0,100.0
2025-01-24,16,sunny,26.9,2981.0,338.4,20000.0,100.0
2025-01-24,17,sunny,26.9,1967.3,892.1,20000.0,100.0
2025-01-24,18,sunny,26.9,978.1,1066.6,19911.5,99.6
2025-01-24,19,sunny,26.9,0.0,929.1,18982.4,94.9
2025-01-25,6,sunny,28.1,0.0,180.2,18802.2,94.0
2025-01-25,7,sunny,28.1,1036.3,381.0,19457.5,97.3
2025-01-25,8,sunny,28.1,1999.6,689.0,20000.0,100.0
2025-01-25,9,sunny,28.1,2810.7,877.7,20000.0,100.0
2025-01-25,10,sunny,28.1,3447.6,628.2,20000.0,100.0
2025-01-25,11,sunny,28.1,3789.3,339.2,20000.0,100.0
2025-01-25,12,sunny,28.1,4498.0,187.4,20000.0,100.0
2025-01-25,13,sunny,28.1,4089.2,139.8,20000.0,100.0
2025-01-25,14,sunny,28.1,4053.2,105.1,20000.0,100.0
2025-01-25,15,sunny,28.1,3438.2,149.5,20000.0,100.0
2025-01-25,16,sunny,28.1,2919.3,349.7,20000.0,100.0
2025-01-25,17,sunny,28.1,1864.2,709.5,20000.0,100.0
2025-01-25,18,sunny,28.1,1041.8,939.3,20000.0,100.0
2025-01-25,19,sunny,28.1,0.0,734.2,19265.8,96.3
2025-01-26,6,sunny,28.0,0.0,167.6,19098.2,95.5
2025-01-26,7,sunny,28.0,962.4,422.3,19638.3,98.2
2025-01-26,8,sunny,28.0,1651.4,603.7,20000.0,100.0
2025-01-26,9,sunny,28.0,2706.5,836.7,20000.0,100.0
2025-01-26,10,sunny,28.0,2992.2,608.6,20000.0,100.0
2025-01-26,11,sunny,28.0,3681.4,403.2,20000.0,100.0
2025-01-26,12,sunny,28.0,3873.0,218.4,20000.0,100.0
2025-01-26,13,sunny,28.0,3811.2,123.1,20000.0,100.0
2025-01-26,14,sunny,28.0,3580.4,118.7,20000.0,100.0
2025-01-26,15,sunny,28.0,3028.4,144.4,20000.0,100.0
2025-01-26,16,sunny,28.0,2490.2,402.6,20000.0,100.0
2025-01-26,17,sunny,28.0,1653.5,811.6,20000.0,100.0
2025-01-26,18,sunny,28.0,940.0,1143.8,19796.2,99.0
2025-01-26,19,sunny,28.0,0.0,903.7,18892.5,94.5
2025-01-27,6,sunny,28.5,0.0,200.1,18692.4,93.5
2025-01-27,7,sunny,28.5,1057.6,329.0,19421.0,97.1
2025-01-27,8,sunny,28.5,2046.5,665.3,20000.0,100.0
2025-01-27,9,sunny,28.5,3009.5,751.5,20000.0,100.0
2025-01-27,10,sunny,28.5,3974.0,760.6,20000.0,100.0
2025-01-27,11,sunny,28.5,4102.8,430.4,20000.0,100.0
2025-01-27,12,sunny,28.5,4227.0,218.8,20000.0,100.0
2025-01-27,13,sunny,28.5,4883.1,112.8,20000.0,100.0
2025-01-27,14,sunny,28.5,4474.4,142.7,20000.0,100.0
2025-01-27,15,sunny,28.5,4021.4,192.5,20000.0,100.0
2025-01-27,16,sunny,28.5,3073.5,333.8,20000.0,100.0
2025-01-27,17,sunny,28.5,2252.4,863.0,20000.0,100.0
2025-01-27,18,sunny,28.5,1120.1,1089.8,20000.0,100.0
2025-01-27,19,sunny,28.5,0.0,747.7,19252.3,96.3
2025-01-28,6,sunny,25.4,0.0,216.4,19035.9,95.2
2025-01-28,7,sunny,25.4,909.3,386.0,19559.2,97.8
2025-01-28,8,sunny,25.4,1722.0,776.6,20000.0,100.0
2025-01-28,9,sunny,25.4,2621.0,807.0,20000.0,100.0
2025-01-28,10,sunny,25.4,2983.1,623.5,20000.0,100.0
2025-01-28,11,sunny,25.4,3547.9,436.0,20000.0,100.0
2025-01-28,12,sunny,25.4,3924.3,179.2,20000.0,100.0
2025-01-28,13,sunny,25.4,3997.4,128.6,20000.0,100.0
2025-01-28,14,sunny,25.4,3760.8,116.5,20000.0,100.0
2025-01-28,15,sunny,25.4,3197.6,192.1,20000.0,100.0
2025-01-28,16,sunny,25.4,2436.0,408.0,20000.0,100.0
2025-01-28,17,sunny,25.4,1906.2,754.0,20000.0,100.0
2025-01-28,18,sunny,25.4,855.3,1186.9,19668.4,98.3
2025-01-28,19,sunny,25.4,0.0,733.9,18934.5,94.7
2025-01-29,6,sunny,27.1,0.0,187.9,18746.6,93.7
2025-01-29,7,sunny,27.1,1228.7,390.8,19584.5,97.9
2025-01-29,8,sunny,27.1,2385.0,676.0,20000.0,100.0
2025-01-29,9,sunny,27.1,3458.0,886.1,20000.0,100.0
2025-01-29,10,sunny,27.1,3775.0,766.4,20000.0,100.0
2025-01-29,11,sunny,27.1,4550.7,346.7,20000.0,100.0
